board1_val,board1_C,board1_D,board1_H,board1_S,board2_val,board2_C,board2_D,board2_H,board2_S,board3_val,board3_C,board3_D,board3_H,board3_S,board4_val,board4_C,board4_D,board4_H,board4_S,board5_val,board5_C,board5_D,board5_H,board5_S,p1_card1_val,p1_card1_C,p1_card1_D,p1_card1_H,p1_card1_S,p1_card2_val,p1_card2_C,p1_card2_D,p1_card2_H,p1_card2_S,p2_card1_val,p2_card1_C,p2_card1_D,p2_card1_H,p2_card1_S,p2_card2_val,p2_card2_C,p2_card2_D,p2_card2_H,p2_card2_S,p3_card1_val,p3_card1_C,p3_card1_D,p3_card1_H,p3_card1_S,p3_card2_val,p3_card2_C,p3_card2_D,p3_card2_H,p3_card2_S,p4_card1_val,p4_card1_C,p4_card1_D,p4_card1_H,p4_card1_S,p4_card2_val,p4_card2_C,p4_card2_D,p4_card2_H,p4_card2_S,p5_card1_val,p5_card1_C,p5_card1_D,p5_card1_H,p5_card1_S,p5_card2_val,p5_card2_C,p5_card2_D,p5_card2_H,p5_card2_S,p6_card1_val,p6_card1_C,p6_card1_D,p6_card1_H,p6_card1_S,p6_card2_val,p6_card2_C,p6_card2_D,p6_card2_H,p6_card2_S,winner,cartes_str,mains_description,p1_win_prob,p2_win_prob,p3_win_prob,p4_win_prob,p5_win_prob,p6_win_prob
6,0,0,1,0,7,0,1,0,0,14,0,0,1,0,4,1,0,0,0,2,0,0,0,1,9,1,0,0,0,2,0,0,1,0,12,0,0,1,0,4,0,0,1,0,8,0,0,1,0,3,0,1,0,0,6,0,0,0,1,4,0,0,0,1,2,0,1,0,0,5,0,0,0,1,10,0,1,0,0,14,0,0,0,1,P4,BOARD: 6H 7D AH 4C 2S | P1: 9C 2H | P2: QH 4H | P3: 8H 3D | P4: 6S 4S | P5: 2D 5S | P6: TD AS,P1: Pair | P2: Pair | P3: High Card | P4: Two Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
12,0,1,0,0,12,0,0,1,0,14,0,0,0,1,5,0,0,0,1,3,1,0,0,0,6,1,0,0,0,10,0,0,0,1,11,0,1,0,0,8,0,0,0,1,9,0,0,1,0,13,0,0,0,1,7,0,1,0,0,12,0,0,0,1,4,0,1,0,0,11,0,0,0,1,4,1,0,0,0,4,0,0,1,0,P4,BOARD: QD QH AS 5S 3C | P1: 6C TS | P2: JD 8S | P3: 9H KS | P4: 7D QS | P5: 4D JS | P6: 4C 4H,P1: Pair | P2: Pair | P3: Pair | P4: Three of a Kind | P5: Pair | P6: Two Pair,0.0,0.0,0.0,100.0,0.0,0.0
9,0,0,0,1,3,0,0,0,1,6,0,1,0,0,10,0,0,1,0,8,0,1,0,0,13,0,0,0,1,14,0,0,0,1,5,0,0,1,0,5,0,1,0,0,2,1,0,0,0,5,0,0,0,1,3,0,0,1,0,11,0,0,0,1,12,0,0,1,0,14,0,0,1,0,10,0,1,0,0,2,0,0,0,1,P6,BOARD: 9S 3S 6D TH 8D | P1: KS AS | P2: 5H 5D | P3: 2C 5S | P4: 3H JS | P5: QH AH | P6: TD 2S,P1: High Card | P2: Pair | P3: High Card | P4: Pair | P5: High Card | P6: Pair,0.0,0.0,0.0,0.0,0.0,100.0
14,1,0,0,0,10,0,0,1,0,6,0,0,0,1,7,1,0,0,0,4,0,0,0,1,8,1,0,0,0,3,0,1,0,0,8,0,0,1,0,14,0,0,0,1,2,0,1,0,0,5,1,0,0,0,11,1,0,0,0,6,0,1,0,0,6,1,0,0,0,11,0,0,0,1,5,0,0,0,1,13,0,1,0,0,P2,BOARD: AC TH 6S 7C 4S | P1: 8C 3D | P2: 8H AS | P3: 2D 5C | P4: JC 6D | P5: 6C JS | P6: 5S KD,P1: High Card | P2: Pair | P3: High Card | P4: Pair | P5: Pair | P6: High Card,0.0,100.0,0.0,0.0,0.0,0.0
10,0,0,0,1,13,0,1,0,0,13,1,0,0,0,12,0,1,0,0,5,0,0,1,0,10,1,0,0,0,8,1,0,0,0,9,0,0,1,0,5,1,0,0,0,3,0,0,0,1,10,0,0,1,0,9,1,0,0,0,6,0,1,0,0,7,0,0,0,1,5,0,0,0,1,4,0,0,1,0,14,1,0,0,0,P1_P3,BOARD: TS KD KC QD 5H | P1: TC 8C | P2: 9H 5C | P3: 3S TH | P4: 9C 6D | P5: 7S 5S | P6: 4H AC,P1: Two Pair | P2: Two Pair | P3: Two Pair | P4: Pair | P5: Two Pair | P6: Pair,50.0,0.0,50.0,0.0,0.0,0.0
4,1,0,0,0,2,0,0,0,1,7,0,1,0,0,2,0,0,1,0,14,0,1,0,0,3,0,0,0,1,11,0,1,0,0,11,0,0,1,0,3,1,0,0,0,2,1,0,0,0,8,0,0,0,1,13,1,0,0,0,5,0,1,0,0,7,1,0,0,0,6,0,0,1,0,8,0,0,1,0,10,0,1,0,0,P3,BOARD: 4C 2S 7D 2H AD | P1: 3S JD | P2: JH 3C | P3: 2C 8S | P4: KC 5D | P5: 7C 6H | P6: 8H TD,P1: Pair | P2: Pair | P3: Three of a Kind | P4: Pair | P5: Two Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
14,0,1,0,0,2,0,0,1,0,12,1,0,0,0,8,0,0,1,0,6,0,0,1,0,5,0,1,0,0,4,0,1,0,0,5,1,0,0,0,4,1,0,0,0,5,0,0,1,0,8,0,0,0,1,11,1,0,0,0,11,0,1,0,0,5,0,0,0,1,3,0,0,0,1,8,0,1,0,0,14,0,0,0,1,P6,BOARD: AD 2H QC 8H 6H | P1: 5D 4D | P2: 5C 4C | P3: 5H 8S | P4: JC JD | P5: 5S 3S | P6: 8D AS,P1: High Card | P2: High Card | P3: Pair | P4: Pair | P5: High Card | P6: Two Pair,0.0,0.0,0.0,0.0,0.0,100.0
2,0,1,0,0,12,0,1,0,0,2,0,0,0,1,10,0,0,1,0,9,1,0,0,0,3,0,0,1,0,8,0,0,0,1,10,1,0,0,0,4,0,0,0,1,14,0,1,0,0,11,0,0,1,0,4,1,0,0,0,11,0,0,0,1,13,1,0,0,0,9,0,0,1,0,6,1,0,0,0,13,0,1,0,0,P2,BOARD: 2D QD 2S TH 9C | P1: 3H 8S | P2: TC 4S | P3: AD JH | P4: 4C JS | P5: KC 9H | P6: 6C KD,P1: Pair | P2: Two Pair | P3: Pair | P4: Pair | P5: Two Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
12,1,0,0,0,13,0,1,0,0,8,0,0,1,0,2,1,0,0,0,13,1,0,0,0,7,0,0,1,0,10,0,0,0,1,4,1,0,0,0,6,0,1,0,0,14,0,0,0,1,7,0,0,0,1,5,1,0,0,0,12,0,0,1,0,3,1,0,0,0,9,0,0,1,0,2,0,0,0,1,13,0,0,1,0,P6,BOARD: QC KD 8H 2C KC | P1: 7H TS | P2: 4C 6D | P3: AS 7S | P4: 5C QH | P5: 3C 9H | P6: 2S KH,P1: Pair | P2: Pair | P3: Pair | P4: Two Pair | P5: Pair | P6: Full House,0.0,0.0,0.0,0.0,0.0,100.0
8,0,1,0,0,8,1,0,0,0,5,0,0,1,0,10,0,0,0,1,13,0,0,1,0,2,0,1,0,0,12,1,0,0,0,11,0,1,0,0,3,0,1,0,0,6,1,0,0,0,12,0,0,0,1,9,0,1,0,0,10,1,0,0,0,14,0,0,0,1,2,1,0,0,0,7,0,0,1,0,9,1,0,0,0,P4,BOARD: 8D 8C 5H TS KH | P1: 2D QC | P2: JD 3D | P3: 6C QS | P4: 9D TC | P5: AS 2C | P6: 7H 9C,P1: Pair | P2: Pair | P3: Pair | P4: Two Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
9,0,0,1,0,6,0,0,0,1,4,0,1,0,0,8,0,1,0,0,3,0,0,1,0,12,0,0,0,1,3,0,1,0,0,4,0,0,0,1,8,1,0,0,0,2,1,0,0,0,5,0,0,1,0,7,1,0,0,0,6,0,1,0,0,11,1,0,0,0,14,0,0,1,0,10,0,0,0,1,13,0,0,1,0,P3,BOARD: 9H 6S 4D 8D 3H | P1: QS 3D | P2: 4S 8C | P3: 2C 5H | P4: 7C 6D | P5: JC AH | P6: TS KH,P1: Pair | P2: Two Pair | P3: Straight | P4: Pair | P5: High Card | P6: High Card,0.0,0.0,100.0,0.0,0.0,0.0
11,0,0,1,0,11,0,0,0,1,14,0,0,0,1,4,0,1,0,0,14,1,0,0,0,13,0,1,0,0,9,1,0,0,0,13,0,0,0,1,14,0,1,0,0,2,0,0,1,0,3,1,0,0,0,2,0,0,0,1,11,0,1,0,0,5,0,0,1,0,10,0,1,0,0,2,1,0,0,0,13,0,0,1,0,P2,BOARD: JH JS AS 4D AC | P1: KD 9C | P2: KS AD | P3: 2H 3C | P4: 2S JD | P5: 5H TD | P6: 2C KH,P1: Two Pair | P2: Full House | P3: Two Pair | P4: Full House | P5: Two Pair | P6: Two Pair,0.0,100.0,0.0,0.0,0.0,0.0
13,0,0,0,1,13,0,1,0,0,12,0,0,0,1,7,1,0,0,0,10,1,0,0,0,7,0,1,0,0,9,0,0,0,1,6,0,0,0,1,2,0,0,0,1,2,1,0,0,0,6,0,0,1,0,12,0,1,0,0,14,1,0,0,0,9,0,1,0,0,13,0,0,1,0,6,0,1,0,0,11,0,0,0,1,P5,BOARD: KS KD QS 7C TC | P1: 7D 9S | P2: 6S 2S | P3: 2C 6H | P4: QD AC | P5: 9D KH | P6: 6D JS,P1: Two Pair | P2: Pair | P3: Pair | P4: Two Pair | P5: Three of a Kind | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
9,0,0,1,0,4,0,0,1,0,10,1,0,0,0,6,1,0,0,0,4,1,0,0,0,13,0,0,1,0,3,0,0,0,1,9,0,0,0,1,3,1,0,0,0,7,0,0,0,1,11,1,0,0,0,4,0,1,0,0,7,1,0,0,0,8,1,0,0,0,11,0,0,1,0,11,0,1,0,0,13,1,0,0,0,P4,BOARD: 9H 4H TC 6C 4C | P1: KH 3S | P2: 9S 3C | P3: 7S JC | P4: 4D 7C | P5: 8C JH | P6: JD KC,P1: Pair | P2: Two Pair | P3: Pair | P4: Three of a Kind | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
6,0,0,0,1,5,0,0,0,1,12,0,0,1,0,9,0,0,1,0,4,0,0,0,1,11,0,1,0,0,8,0,1,0,0,11,0,0,0,1,13,0,0,0,1,13,1,0,0,0,4,0,1,0,0,7,0,1,0,0,11,1,0,0,0,4,1,0,0,0,9,1,0,0,0,11,0,0,1,0,12,0,0,0,1,P2,BOARD: 6S 5S QH 9H 4S | P1: JD 8D | P2: JS KS | P3: KC 4D | P4: 7D JC | P5: 4C 9C | P6: JH QS,P1: High Card | P2: Flush | P3: Pair | P4: High Card | P5: Two Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
13,1,0,0,0,10,0,0,0,1,5,0,1,0,0,12,0,1,0,0,2,0,1,0,0,5,0,0,0,1,11,0,0,0,1,13,0,0,1,0,13,0,1,0,0,11,0,1,0,0,14,0,1,0,0,4,0,0,0,1,13,0,0,0,1,4,0,0,1,0,7,0,1,0,0,9,0,1,0,0,7,1,0,0,0,P3,BOARD: KC TS 5D QD 2D | P1: 5S JS | P2: KH KD | P3: JD AD | P4: 4S KS | P5: 4H 7D | P6: 9D 7C,P1: Pair | P2: Three of a Kind | P3: Flush | P4: Pair | P5: High Card | P6: High Card,0.0,0.0,100.0,0.0,0.0,0.0
10,0,1,0,0,13,0,1,0,0,10,1,0,0,0,9,0,1,0,0,11,0,0,1,0,6,0,1,0,0,3,0,0,0,1,5,1,0,0,0,7,0,1,0,0,14,1,0,0,0,7,0,0,1,0,5,0,1,0,0,6,0,0,1,0,3,0,0,1,0,8,1,0,0,0,8,0,0,0,1,6,0,0,0,1,P3,BOARD: TD KD TC 9D JH | P1: 6D 3S | P2: 5C 7D | P3: AC 7H | P4: 5D 6H | P5: 3H 8C | P6: 8S 6S,P1: Pair | P2: Pair | P3: Pair | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
10,0,0,0,1,13,0,0,1,0,3,0,1,0,0,13,1,0,0,0,10,0,1,0,0,7,0,0,0,1,5,0,0,1,0,11,0,1,0,0,10,1,0,0,0,11,0,0,0,1,12,0,0,0,1,3,0,0,1,0,14,1,0,0,0,8,0,0,1,0,12,0,1,0,0,14,0,0,0,1,4,0,0,0,1,P2,BOARD: TS KH 3D KC TD | P1: 7S 5H | P2: JD TC | P3: JS QS | P4: 3H AC | P5: 8H QD | P6: AS 4S,P1: Two Pair | P2: Full House | P3: Two Pair | P4: Two Pair | P5: Two Pair | P6: Two Pair,0.0,100.0,0.0,0.0,0.0,0.0
12,1,0,0,0,5,1,0,0,0,11,1,0,0,0,14,1,0,0,0,4,0,0,1,0,3,0,0,1,0,6,0,0,1,0,7,0,0,1,0,11,0,1,0,0,6,0,1,0,0,4,0,1,0,0,5,0,1,0,0,10,0,0,1,0,3,1,0,0,0,13,0,0,0,1,12,0,1,0,0,9,1,0,0,0,P6,BOARD: QC 5C JC AC 4H | P1: 3H 6H | P2: 7H JD | P3: 6D 4D | P4: 5D TH | P5: 3C KS | P6: QD 9C,P1: High Card | P2: Pair | P3: Pair | P4: Pair | P5: Flush | P6: Flush,0.0,0.0,0.0,0.0,0.0,100.0
8,0,0,1,0,9,1,0,0,0,13,0,0,0,1,10,0,0,1,0,8,0,0,0,1,6,0,0,0,1,14,0,0,0,1,2,0,1,0,0,7,0,0,0,1,2,0,0,1,0,10,0,0,0,1,11,1,0,0,0,7,1,0,0,0,12,0,1,0,0,4,0,1,0,0,3,1,0,0,0,4,0,0,1,0,P4,BOARD: 8H 9C KS TH 8S | P1: 6S AS | P2: 2D 7S | P3: 2H TS | P4: JC 7C | P5: QD 4D | P6: 3C 4H,P1: Pair | P2: Pair | P3: Two Pair | P4: Straight | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
8,1,0,0,0,3,0,0,0,1,13,0,0,0,1,12,0,1,0,0,10,0,1,0,0,6,0,0,0,1,8,0,1,0,0,12,0,0,1,0,7,0,1,0,0,7,1,0,0,0,9,1,0,0,0,11,1,0,0,0,4,0,0,0,1,14,1,0,0,0,5,0,0,1,0,4,0,1,0,0,9,0,0,1,0,P2,BOARD: 8C 3S KS QD TD | P1: 6S 8D | P2: QH 7D | P3: 7C 9C | P4: JC 4S | P5: AC 5H | P6: 4D 9H,P1: Pair | P2: Pair | P3: High Card | P4: High Card | P5: High Card | P6: High Card,0.0,100.0,0.0,0.0,0.0,0.0
12,1,0,0,0,12,0,0,1,0,6,0,1,0,0,13,1,0,0,0,3,0,1,0,0,10,0,0,1,0,5,0,0,1,0,14,0,1,0,0,4,0,0,1,0,2,0,0,1,0,13,0,1,0,0,10,0,0,0,1,14,0,0,1,0,2,0,1,0,0,5,1,0,0,0,14,0,0,0,1,11,0,0,1,0,P3,BOARD: QC QH 6D KC 3D | P1: TH 5H | P2: AD 4H | P3: 2H KD | P4: TS AH | P5: 2D 5C | P6: AS JH,P1: Pair | P2: Pair | P3: Two Pair | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
2,0,1,0,0,14,0,0,0,1,4,1,0,0,0,8,1,0,0,0,5,0,0,1,0,9,0,1,0,0,2,1,0,0,0,12,0,0,0,1,4,0,0,0,1,13,1,0,0,0,6,0,0,0,1,3,0,0,0,1,10,0,0,0,1,13,0,0,0,1,3,0,1,0,0,10,1,0,0,0,6,0,0,1,0,P4_P5,BOARD: 2D AS 4C 8C 5H | P1: 9D 2C | P2: QS 4S | P3: KC 6S | P4: 3S TS | P5: KS 3D | P6: TC 6H,P1: Pair | P2: Pair | P3: High Card | P4: Straight | P5: Straight | P6: High Card,0.0,0.0,0.0,50.0,50.0,0.0
11,0,1,0,0,9,0,1,0,0,10,0,0,1,0,2,1,0,0,0,12,0,0,0,1,10,0,1,0,0,8,0,0,0,1,4,1,0,0,0,3,0,0,1,0,10,1,0,0,0,7,0,0,1,0,11,1,0,0,0,4,0,0,0,1,6,0,0,0,1,7,0,1,0,0,8,0,1,0,0,4,0,0,1,0,P1_P6,BOARD: JD 9D TH 2C QS | P1: TD 8S | P2: 4C 3H | P3: TC 7H | P4: JC 4S | P5: 6S 7D | P6: 8D 4H,P1: Straight | P2: High Card | P3: Pair | P4: Pair | P5: High Card | P6: Straight,50.0,0.0,0.0,0.0,0.0,50.0
6,1,0,0,0,13,1,0,0,0,11,0,1,0,0,9,0,0,0,1,10,0,1,0,0,5,0,0,1,0,3,0,0,0,1,10,1,0,0,0,8,0,1,0,0,3,0,0,1,0,11,0,0,0,1,12,1,0,0,0,2,0,1,0,0,5,1,0,0,0,6,0,0,0,1,4,0,1,0,0,7,0,0,0,1,P4,BOARD: 6C KC JD 9S TD | P1: 5H 3S | P2: TC 8D | P3: 3H JS | P4: QC 2D | P5: 5C 6S | P6: 4D 7S,P1: High Card | P2: Pair | P3: Pair | P4: Straight | P5: Pair | P6: High Card,0.0,0.0,0.0,100.0,0.0,0.0
11,1,0,0,0,6,0,1,0,0,7,0,1,0,0,2,0,1,0,0,9,0,0,1,0,10,0,0,0,1,8,0,0,0,1,5,0,1,0,0,3,0,0,0,1,9,0,1,0,0,10,0,1,0,0,5,0,0,1,0,14,0,0,1,0,8,0,0,1,0,5,1,0,0,0,5,0,0,0,1,4,0,0,0,1,P3,BOARD: JC 6D 7D 2D 9H | P1: TS 8S | P2: 5D 3S | P3: 9D TD | P4: 5H AH | P5: 8H 5C | P6: 5S 4S,P1: Straight | P2: High Card | P3: Flush | P4: High Card | P5: Straight | P6: High Card,0.0,0.0,100.0,0.0,0.0,0.0
14,0,0,0,1,13,1,0,0,0,13,0,1,0,0,10,0,0,1,0,7,0,1,0,0,12,0,0,1,0,6,0,0,0,1,10,1,0,0,0,9,0,1,0,0,12,0,1,0,0,2,1,0,0,0,11,0,1,0,0,6,0,1,0,0,9,0,0,1,0,2,0,0,1,0,13,0,0,1,0,5,0,0,1,0,P6,BOARD: AS KC KD TH 7D | P1: QH 6S | P2: TC 9D | P3: QD 2C | P4: JD 6D | P5: 9H 2H | P6: KH 5H,P1: Pair | P2: Two Pair | P3: Pair | P4: Pair | P5: Pair | P6: Three of a Kind,0.0,0.0,0.0,0.0,0.0,100.0
10,0,0,0,1,9,0,0,0,1,8,0,1,0,0,2,1,0,0,0,7,0,0,1,0,4,0,0,0,1,9,1,0,0,0,12,0,0,1,0,9,0,0,1,0,10,0,0,1,0,4,1,0,0,0,5,0,0,0,1,11,0,0,1,0,2,0,1,0,0,3,0,1,0,0,2,0,0,0,1,4,0,0,1,0,P4,BOARD: TS 9S 8D 2C 7H | P1: 4S 9C | P2: QH 9H | P3: TH 4C | P4: 5S JH | P5: 2D 3D | P6: 2S 4H,P1: Pair | P2: Pair | P3: Pair | P4: Straight | P5: Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
8,0,0,0,1,4,0,0,0,1,6,1,0,0,0,2,1,0,0,0,10,0,1,0,0,6,0,0,0,1,7,0,0,0,1,12,1,0,0,0,3,1,0,0,0,3,0,1,0,0,5,1,0,0,0,11,0,0,1,0,3,0,0,0,1,10,0,0,1,0,9,1,0,0,0,7,1,0,0,0,10,1,0,0,0,P3,BOARD: 8S 4S 6C 2C TD | P1: 6S 7S | P2: QC 3C | P3: 3D 5C | P4: JH 3S | P5: TH 9C | P6: 7C TC,P1: Pair | P2: High Card | P3: Straight | P4: High Card | P5: Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
10,0,0,0,1,10,0,0,1,0,3,0,0,1,0,5,0,0,1,0,13,0,0,1,0,10,1,0,0,0,13,1,0,0,0,10,0,1,0,0,5,0,0,0,1,7,0,0,1,0,14,0,1,0,0,9,0,0,0,1,6,1,0,0,0,6,0,0,0,1,9,0,0,1,0,12,0,0,1,0,4,0,0,1,0,P1,BOARD: TS TH 3H 5H KH | P1: TC KC | P2: TD 5S | P3: 7H AD | P4: 9S 6C | P5: 6S 9H | P6: QH 4H,P1: Full House | P2: Full House | P3: Flush | P4: Pair | P5: Flush | P6: Flush,100.0,0.0,0.0,0.0,0.0,0.0
4,0,0,0,1,8,0,0,1,0,13,0,1,0,0,10,1,0,0,0,11,0,0,1,0,8,0,1,0,0,2,0,1,0,0,9,0,0,1,0,2,0,0,1,0,6,0,1,0,0,13,0,0,0,1,5,1,0,0,0,8,0,0,0,1,12,1,0,0,0,5,0,0,1,0,4,0,0,1,0,7,0,0,1,0,P3,BOARD: 4S 8H KD TC JH | P1: 8D 2D | P2: 9H 2H | P3: 6D KS | P4: 5C 8S | P5: QC 5H | P6: 4H 7H,P1: Pair | P2: High Card | P3: Pair | P4: Pair | P5: High Card | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
14,0,1,0,0,5,0,1,0,0,4,0,1,0,0,8,0,0,0,1,3,0,0,0,1,7,0,1,0,0,12,0,0,1,0,14,0,0,0,1,8,1,0,0,0,3,1,0,0,0,7,0,0,0,1,8,0,1,0,0,10,0,0,0,1,12,0,1,0,0,4,0,0,0,1,7,1,0,0,0,5,1,0,0,0,P2,BOARD: AD 5D 4D 8S 3S | P1: 7D QH | P2: AS 8C | P3: 3C 7S | P4: 8D TS | P5: QD 4S | P6: 7C 5C,P1: High Card | P2: Two Pair | P3: Pair | P4: Pair | P5: Pair | P6: Pair,0.0,100.0,0.0,0.0,0.0,0.0
8,0,1,0,0,13,1,0,0,0,4,0,0,1,0,10,0,0,0,1,4,0,1,0,0,12,0,1,0,0,2,1,0,0,0,14,0,0,1,0,10,0,0,1,0,13,0,0,0,1,3,0,0,1,0,14,1,0,0,0,4,1,0,0,0,12,0,0,1,0,10,0,1,0,0,9,0,1,0,0,7,1,0,0,0,P4,BOARD: 8D KC 4H TS 4D | P1: QD 2C | P2: AH TH | P3: KS 3H | P4: AC 4C | P5: QH TD | P6: 9D 7C,P1: Pair | P2: Two Pair | P3: Two Pair | P4: Three of a Kind | P5: Two Pair | P6: Pair,0.0,0.0,0.0,100.0,0.0,0.0
10,0,0,0,1,14,1,0,0,0,7,0,0,0,1,13,0,0,1,0,6,0,1,0,0,2,0,0,1,0,2,0,0,0,1,8,0,0,0,1,3,0,0,1,0,14,0,0,1,0,12,0,0,1,0,6,1,0,0,0,2,0,1,0,0,7,0,1,0,0,10,0,1,0,0,7,0,0,1,0,5,0,1,0,0,P5,BOARD: TS AC 7S KH 6D | P1: 2H 2S | P2: 8S 3H | P3: AH QH | P4: 6C 2D | P5: 7D TD | P6: 7H 5D,P1: Pair | P2: High Card | P3: Pair | P4: Pair | P5: Two Pair | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
2,1,0,0,0,14,1,0,0,0,9,1,0,0,0,11,0,0,0,1,4,0,0,1,0,13,0,0,1,0,4,0,0,0,1,5,1,0,0,0,7,0,0,1,0,2,0,0,1,0,3,0,0,0,1,14,0,0,0,1,12,0,0,1,0,6,1,0,0,0,8,1,0,0,0,7,0,0,0,1,13,0,1,0,0,P5,BOARD: 2C AC 9C JS 4H | P1: KH 4S | P2: 5C 7H | P3: 2H 3S | P4: AS QH | P5: 6C 8C | P6: 7S KD,P1: Pair | P2: High Card | P3: Pair | P4: Pair | P5: Flush | P6: High Card,0.0,0.0,0.0,0.0,100.0,0.0
10,0,1,0,0,10,1,0,0,0,14,1,0,0,0,11,1,0,0,0,9,0,0,0,1,12,0,0,0,1,8,0,0,0,1,2,0,1,0,0,7,0,1,0,0,5,1,0,0,0,5,0,0,1,0,3,1,0,0,0,3,0,1,0,0,8,1,0,0,0,9,1,0,0,0,6,0,0,0,1,10,0,0,1,0,P5,BOARD: TD TC AC JC 9S | P1: QS 8S | P2: 2D 7D | P3: 5C 5H | P4: 3C 3D | P5: 8C 9C | P6: 6S TH,P1: Straight | P2: Pair | P3: Two Pair | P4: Two Pair | P5: Flush | P6: Three of a Kind,0.0,0.0,0.0,0.0,100.0,0.0
7,1,0,0,0,11,1,0,0,0,12,0,0,1,0,4,1,0,0,0,8,0,0,0,1,5,0,1,0,0,10,0,0,0,1,14,0,0,1,0,9,0,0,0,1,3,1,0,0,0,12,0,0,0,1,4,0,0,1,0,13,0,1,0,0,13,0,0,0,1,13,1,0,0,0,8,1,0,0,0,10,0,0,1,0,P5,BOARD: 7C JC QH 4C 8S | P1: 5D TS | P2: AH 9S | P3: 3C QS | P4: 4H KD | P5: KS KC | P6: 8C TH,P1: High Card | P2: High Card | P3: Pair | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
4,1,0,0,0,6,0,0,1,0,2,0,1,0,0,8,1,0,0,0,6,0,1,0,0,11,0,0,1,0,3,1,0,0,0,10,0,0,0,1,10,1,0,0,0,13,1,0,0,0,6,1,0,0,0,9,1,0,0,0,10,0,1,0,0,5,0,1,0,0,14,0,1,0,0,5,1,0,0,0,11,0,0,0,1,P3,BOARD: 4C 6H 2D 8C 6D | P1: JH 3C | P2: TS TC | P3: KC 6C | P4: 9C TD | P5: 5D AD | P6: 5C JS,P1: Pair | P2: Two Pair | P3: Three of a Kind | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,100.0,0.0,0.0,0.0
2,0,1,0,0,11,1,0,0,0,13,0,1,0,0,12,1,0,0,0,8,0,1,0,0,9,0,0,1,0,5,0,1,0,0,3,0,0,1,0,14,0,0,0,1,6,0,1,0,0,10,0,0,0,1,3,1,0,0,0,7,0,0,0,1,5,0,0,0,1,14,0,0,1,0,5,0,0,1,0,6,0,0,0,1,P2_P5,BOARD: 2D JC KD QC 8D | P1: 9H 5D | P2: 3H AS | P3: 6D TS | P4: 3C 7S | P5: 5S AH | P6: 5H 6S,P1: High Card | P2: High Card | P3: High Card | P4: High Card | P5: High Card | P6: High Card,0.0,50.0,0.0,0.0,50.0,0.0
2,1,0,0,0,10,0,1,0,0,11,0,0,0,1,3,0,0,1,0,4,0,1,0,0,4,0,0,1,0,5,0,0,1,0,3,1,0,0,0,6,0,1,0,0,12,0,0,0,1,3,0,0,0,1,8,0,1,0,0,10,0,0,0,1,14,0,1,0,0,6,1,0,0,0,11,1,0,0,0,6,0,0,0,1,P6,BOARD: 2C TD JS 3H 4D | P1: 4H 5H | P2: 3C 6D | P3: QS 3S | P4: 8D TS | P5: AD 6C | P6: JC 6S,P1: Pair | P2: Pair | P3: Pair | P4: Pair | P5: High Card | P6: Pair,0.0,0.0,0.0,0.0,0.0,100.0
12,1,0,0,0,2,0,0,0,1,3,0,0,0,1,4,1,0,0,0,11,0,0,1,0,13,0,1,0,0,14,0,1,0,0,5,0,1,0,0,10,0,1,0,0,8,0,0,0,1,12,0,0,1,0,5,0,0,0,1,8,0,1,0,0,11,1,0,0,0,7,0,1,0,0,7,0,0,1,0,6,1,0,0,0,P3,BOARD: QC 2S 3S 4C JH | P1: KD AD | P2: 5D TD | P3: 8S QH | P4: 5S 8D | P5: JC 7D | P6: 7H 6C,P1: High Card | P2: High Card | P3: Pair | P4: High Card | P5: Pair | P6: High Card,0.0,0.0,100.0,0.0,0.0,0.0
2,0,1,0,0,3,1,0,0,0,7,0,0,1,0,14,0,0,0,1,13,0,1,0,0,4,0,0,1,0,6,0,0,0,1,11,0,0,1,0,9,1,0,0,0,10,1,0,0,0,2,1,0,0,0,11,1,0,0,0,3,0,0,0,1,6,0,0,1,0,14,0,0,1,0,12,1,0,0,0,3,0,1,0,0,P5,BOARD: 2D 3C 7H AS KD | P1: 4H 6S | P2: JH 9C | P3: TC 2C | P4: JC 3S | P5: 6H AH | P6: QC 3D,P1: High Card | P2: High Card | P3: Pair | P4: Pair | P5: Pair | P6: Pair,0.0,0.0,0.0,0.0,100.0,0.0
